customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
ML29312,Oregon,F,High School or Below,0,16969,124,0,Personal Auto,SUV,704
UB61619,Oregon,F,Master,0,11621,108,0,Personal Auto,Four-Door Car,518
CD86811,Arizona,F,Bachelor,0,17622,65,0,Personal Auto,Four-Door Car,312
RU83859,California,F,Bachelor,0,11489,105,0,Personal Auto,Two-Door Car,504
FG63582,Oregon,F,Bachelor,0,0,94,0,Personal Auto,Two-Door Car,863
NN71951,California,F,High School or Below,0,66525,100,0,Personal Auto,SUV,104
WB37082,Arizona,F,Bachelor,0,0,63,0,Personal Auto,Four-Door Car,676
SM52139,WA,F,College,0,33663,73,0,Personal Auto,Four-Door Car,350
FL82372,Oregon,F,College,0,22547,112,0,Corporate Auto,SUV,537
DP45816,AZ,F,High School or Below,0,61486,97,0,Personal Auto,Two-Door Car,465
GW33762,Oregon,F,Bachelor,0,0,95,0,Personal Auto,Two-Door Car,456
RZ33670,California,F,College,0,29879,102,0,Personal Auto,Four-Door Car,500
PY70169,Oregon,F,High School or Below,0,93011,113,0,Personal Auto,SUV,281
MO91628,Oregon,F,Master,0,65186,65,0,Personal Auto,Two-Door Car,5
HW87852,Oregon,F,Master,0,26840,64,0,Personal Auto,Four-Door Car,307
HB20453,Oregon,F,Bachelor,0,0,104,0,Personal Auto,Sports Car,982
BN87372,Oregon,F,Bachelor,0,75644,65,0,Personal Auto,Two-Door Car,467
YX23800,Oregon,F,Bachelor,0,38984,73,0,Personal Auto,Four-Door Car,350
DZ87709,Oregon,F,High School or Below,0,71811,71,0,Personal Auto,Four-Door Car,29
XW13033,Nevada,F,College,0,20961,67,0,Personal Auto,Four-Door Car,321
SP81997,Washington,F,Master,0,41275,96,0,Personal Auto,Four-Door Car,41
OM82309,California,F,Bachelor,0,61321,186,0,Personal Auto,Luxury Car,427
ZU35962,California,F,College,0,0,77,0,Personal Auto,Two-Door Car,25
VH85817,California,F,High School or Below,0,51066,74,0,Personal Auto,Four-Door Car,787
DT85712,California,F,Doctor,0,34378,102,0,Personal Auto,SUV,489
YJ88573,Nevada,F,Master,0,43072,63,0,Personal Auto,Four-Door Car,302
SQ19467,Oregon,F,College,0,25222,90,0,Personal Auto,Four-Door Car,475
YB66933,Washington,F,Bachelor,0,77552,68,0,Corporate Auto,Four-Door Car,45
ET79815,California,F,College,0,23091,96,0,Personal Auto,Four-Door Car,460
QC35222,California,F,Bachelor,0,48269,69,0,Corporate Auto,Four-Door Car,282
CJ15590,Oregon,F,Bachelor,0,32720,67,0,Personal Auto,Four-Door Car,321
OI48267,California,F,College,0,20396,76,0,Personal Auto,Four-Door Car,364
JY67916,Oregon,F,College,0,21513,119,0,Personal Auto,Two-Door Car,679
OW15518,Washington,F,College,0,0,87,0,Personal Auto,Two-Door Car,46
CZ33664,Oregon,F,Bachelor,0,80744,63,0,Corporate Auto,Four-Door Car,11
WK30175,Oregon,F,Bachelor,0,52822,67,0,Corporate Auto,Two-Door Car,350
ON44465,California,F,High School or Below,0,0,77,0,Personal Auto,Four-Door Car,863
TV87155,Oregon,F,Bachelor,0,69738,74,0,Personal Auto,Four-Door Car,492
KH48895,AZ,F,Master,0,17780,109,0,Personal Auto,SUV,132
NZ30757,California,F,Bachelor,0,18107,62,0,Personal Auto,Four-Door Car,297
RI22468,AZ,F,Bachelor,0,57740,74,0,Personal Auto,Four-Door Car,269
FZ30935,Oregon,F,College,0,32627,76,0,Personal Auto,Two-Door Car,380
UG93476,California,F,College,0,0,107,0,Personal Auto,SUV,513
AB96670,California,F,College,0,0,70,0,Personal Auto,Four-Door Car,425
XK64261,Oregon,F,Bachelor,0,65795,62,0,Corporate Auto,Two-Door Car,49
EV68375,California,F,College,0,60475,107,0,Personal Auto,Four-Door Car,513
UN51653,California,F,High School or Below,0,0,130,0,Personal Auto,SUV,936
TO96662,Oregon,F,Bachelor,0,41837,88,0,Personal Auto,Four-Door Car,142
MR52087,California,F,Bachelor,0,32303,65,0,Personal Auto,Four-Door Car,45
DE75225,Oregon,F,High School or Below,0,0,117,0,Personal Auto,SUV,561
EP80820,California,F,Bachelor,0,40531,74,0,Personal Auto,Two-Door Car,30
GU99037,Oregon,F,College,0,79898,62,0,Corporate Auto,Four-Door Car,271
WI57118,California,F,College,0,56398,85,0,Personal Auto,Four-Door Car,408
GP39118,Washington,M,High School or Below,0,71600,63,0,Personal Auto,Two-Door Car,46
MQ14219,AZ,F,College,0,27804,109,0,Personal Auto,SUV,784
KN20603,Oregon,F,Bachelor,0,45506,66,0,Personal Auto,Four-Door Car,316
SG20925,Washington,F,Master,0,99428,6464,0,Personal Auto,Four-Door Car,48
JI70886,California,F,High School or Below,0,0,102,0,Corporate Auto,SUV,489
VF72557,Oregon,F,High School or Below,0,20993,133,0,Personal Auto,SUV,638
OX28638,AZ,F,High School or Below,0,37839,86,0,Personal Auto,Two-Door Car,465
SK55033,California,F,Bachelor,0,92711,62,0,Personal Auto,Two-Door Car,368
OO88645,California,F,College,0,74665,78,0,Corporate Auto,Four-Door Car,236
FM14335,Washington,F,College,0,61108,89,0,Personal Auto,Four-Door Car,49
CW82151,California,F,Bachelor,0,46833,112,0,Personal Auto,Sports Car,64
DY22043,Oregon,F,High School or Below,0,88768,68,0,Personal Auto,Two-Door Car,326
SH36774,California,F,High School or Below,0,28262,192,0,Personal Auto,Luxury SUV,921
EM43724,Nevada,F,Bachelor,0,33555,63,0,Personal Auto,Four-Door Car,101
FH85960,Oregon,F,College,0,42780,113,0,Personal Auto,Four-Door Car,542
XA55993,Oregon,F,Master,0,58850,78,0,Personal Auto,Four-Door Car,143
GO36627,AZ,F,College,0,21880,97,0,Special Auto,Four-Door Car,424
QH48047,Oregon,F,College,0,25251,66,0,Personal Auto,Four-Door Car,316
HS28694,Washington,F,High School or Below,0,25317,71,0,Personal Auto,Two-Door Car,50
UH65059,AZ,F,High School or Below,0,24188,109,0,Personal Auto,Sports Car,523
FV21968,Nevada,F,Bachelor,0,41611,74,0,Special Auto,Four-Door Car,113
QA87025,Oregon,F,Bachelor,0,28406,72,0,Personal Auto,Four-Door Car,192
TQ13499,AZ,F,College,0,69833,118,0,Personal Auto,Four-Door Car,828
BU44523,AZ,F,High School or Below,0,0,74,0,Corporate Auto,Four-Door Car,532
MS41162,AZ,F,High School or Below,0,0,117,0,Personal Auto,SUV,975
PU25891,Oregon,F,High School or Below,0,80536,119,0,Special Auto,Sports Car,53
LH92841,Washington,F,Bachelors,0,88891,89,0,Personal Auto,Four-Door Car,50
SX26335,Oregon,F,College,0,97732,79,0,Personal Auto,Four-Door Car,289
AZ95587,AZ,F,Bachelor,0,61222,89,0,Special Auto,Four-Door Car,392
DS81757,Oregon,M,College,0,0,74,0,Personal Auto,Two-Door Car,721
OJ94107,AZ,M,Master,0,50335,140,0,Personal Auto,SUV,456
LP84436,California,F,High School or Below,0,0,127,0,Personal Auto,Sports Car,1087
FF22360,Washington,F,Doctor,0,82210,68,0,Personal Auto,Four-Door Car,51
LM19287,Oregon,F,High School or Below,0,0,96,0,Personal Auto,Four-Door Car,460
ZU18643,Nevada,M,Bachelor,0,64495,92,0,Corporate Auto,Four-Door Car,251
AZ82578,California,F,College,0,0,72,0,Corporate Auto,Four-Door Car,345
XC67861,Arizona,F,Bachelor,0,28859,67,0,Corporate Auto,Two-Door Car,321
YC43143,Arizona,F,High School or Below,0,77330,99,0,Personal Auto,Four-Door Car,99
EK59571,Oregon,M,College,0,0,105,0,Corporate Auto,Four-Door Car,504
PA38372,Washington,F,High School or Below,0,33060,117,0,Personal Auto,Four-Door Car,56
RO18530,Washington,M,Master,0,42557,65,0,Personal Auto,Four-Door Car,57
PD27940,Arizona,M,High School or Below,0,26372,126,0,Personal Auto,SUV,604
BS77946,Arizona,F,Bachelor,0,17514,127,0,Personal Auto,SUV,8
YM50253,California,Femal,Bachelor,0,89270,74,0,Personal Auto,Four-Door Car,316
NR15332,California,M,High School or Below,0,29757,65,0,Personal Auto,Four-Door Car,312
RC62865,Oregon,M,College,0,51814,92,0,Personal Auto,Four-Door Car,56
CC15295,Oregon,F,Bachelor,0,24028,82,0,Personal Auto,Four-Door Car,393
KA61892,Arizona,M,College,0,28142,105,0,Personal Auto,Sports Car,701
OS94884,Arizona,F,Bachelor,0,52705,64,0,Personal Auto,Two-Door Car,128
ND87334,California,M,High School or Below,0,0,63,0,Corporate Auto,Two-Door Car,679
OY51402,Washington,F,High School or Below,0,54040,103,0,Personal Auto,SUV,59
YL74911,California,F,College,0,0,118,0,Personal Auto,SUV,566
GK92563,Washington,F,Doctor,0,22492,85,0,Personal Auto,Two-Door Car,61
HL53154,California,M,Bachelor,0,0,77,0,Personal Auto,Four-Door Car,554
RI78966,Oregon,M,Master,0,21876,68,0,Personal Auto,Four-Door Car,465
IC13702,California,F,Bachelor,0,0,69,0,Personal Auto,Four-Door Car,496
BE10809,California,F,High School or Below,0,0,61,0,Personal Auto,Four-Door Car,292
HT87217,Oregon,F,High School or Below,0,70699,82,0,Personal Auto,Four-Door Car,256
TH95618,California,F,High School or Below,0,0,74,0,Personal Auto,Four-Door Car,355
TS19868,California,M,College,0,27501,63,0,Personal Auto,Four-Door Car,542
LP45550,Oregon,F,Doctor,0,15897,101,0,Personal Auto,Four-Door Car,303
QR87004,Nevada,F,College,0,25141,73,0,Personal Auto,Four-Door Car,25
OE75747,Nevada,F,College,0,0,61,0,Personal Auto,Four-Door Car,292
DX91392,California,M,High School or Below,0,51066,74,0,Personal Auto,Four-Door Car,787
AB72731,California,F,Bachelor,0,28358,117,0,Personal Auto,Sports Car,84
GX84338,Washington,F,Doctor,0,62530,95,0,Personal Auto,Four-Door Car,61
IS12901,Arizona,F,Bachelor,0,90972,74,0,Personal Auto,Two-Door Car,232
BN90616,Washington,F,Bachelor,0,63110,72,0,Personal Auto,Four-Door Car,68
HH90090,California,F,Bachelor,0,29549,104,0,Personal Auto,Sports Car,710
IU25463,California,F,Bachelor,0,0,115,0,Personal Auto,Four-Door Car,552
KC11055,Nevada,F,Bachelor,0,39411,217,0,Personal Auto,Luxury Car,1122
PD33979,Oregon,M,High School or Below,0,21709,62,0,Personal Auto,Four-Door Car,408
NK71023,Nevada,M,Bachelor,0,67890,85,0,Personal Auto,Four-Door Car,408
AB13432,California,M,Bachelor,0,0,110,0,Personal Auto,SUV,792
OZ97704,California,F,High School or Below,0,84311,111,0,Personal Auto,SUV,532
UF46533,California,F,College,0,99316,114,0,Corporate Auto,SUV,754
XP47431,Arizona,F,Bachelor,0,54507,138,0,Personal Auto,SUV,702
GK73582,California,F,Bachelor,0,64586,76,0,Personal Auto,Four-Door Car,206
RV98763,Oregon,M,College,0,61709,82,0,Personal Auto,Four-Door Car,275
II62831,California,M,Master,0,94656,111,0,Special Auto,SUV,459
XK33449,California,F,High School or Below,0,0,69,0,Special Auto,Two-Door Car,496
TR85083,California,M,Bachelor,0,61085,70,0,Personal Auto,Two-Door Car,336
EO95328,Oregon,F,Bachelor,0,89284,67,0,Personal Auto,Two-Door Car,321
EN21086,Arizona,F,High School or Below,0,0,63,0,Personal Auto,Four-Door Car,302
YL83902,WA,F,Bachelor,0,31686,81,0,Personal Auto,Four-Door Car,430
AZ62651,Oregon,M,High School or Below,0,56855,255,0,Corporate Auto,Luxury SUV,1836
ZW25874,Oregon,M,Bachelor,0,53703,67,0,Special Auto,Four-Door Car,67
EH41854,WA,F,High School or Below,0,0,96,0,Personal Auto,Two-Door Car,844
MW70227,California,M,College,0,20396,76,0,Personal Auto,Four-Door Car,364
SL22297,California,F,Master,0,27679,150,0,Personal Auto,SUV,722
RV14138,Nevada,F,Bachelor,0,23904,123,0,Personal Auto,SUV,590
UO62808,Arizona,F,High School or Below,0,65351,69,0,Corporate Auto,Four-Door Car,481
ZX64745,California,M,College,0,0,113,0,Personal Auto,SUV,1124
FL34139,California,M,High School or Below,0,0,63,0,Personal Auto,Four-Door Car,669
TS11219,California,M,College,0,0,116,0,Personal Auto,SUV,1284
XX12304,California,F,College,0,64459,72,0,Personal Auto,Four-Door Car,240
SD64087,California,M,College,0,32961,190,0,Corporate Auto,SUV,912
OY38576,Oregon,F,High School or Below,0,71416,116,0,Corporate Auto,SUV,556
BG76355,WA,F,Bachelor,0,68964,78,0,Personal Auto,Four-Door Car,115
IP66913,Cali,M,High School or Below,0,78108,98,0,Personal Auto,Two-Door Car,470
LE95702,Cali,M,College,0,10621,67,0,Special Auto,Four-Door Car,321
KX54357,WA,M,College,0,84910,95,0,Corporate Auto,Two-Door Car,383
EZ78112,Cali,Femal,High School or Below,0,77493,70,0,Special Auto,Four-Door Car,307
XN16891,Arizona,M,College,0,81097,74,0,Personal Auto,Four-Door Car,355
XK31350,Oregon,Femal,College,0,96610,85,0,Corporate Auto,Four-Door Car,520
CC30924,Oregon,M,College,0,30110,159,0,Corporate Auto,Sports Car,466
IT78748,Oregon,Femal,High School or Below,0,22081,84,0,Special Auto,Two-Door Car,451
KY33386,WA,Femal,High School or Below,0,0,112,0,Personal Auto,Sports Car,537
CO44221,Cali,M,College,0,98473,72,0,Personal Auto,Four-Door Car,345
LK60013,Oregon,Femal,Bachelor,0,97431,74,0,Personal Auto,Four-Door Car,355
DE21533,Cali,M,Bachelor,0,93870,69,0,Personal Auto,Four-Door Car,331
YS94121,Nevada,M,High School or Below,0,50366,72,0,Personal Auto,Four-Door Car,428
UK68427,WA,M,High School or Below,0,34498,83,0,Personal Auto,Two-Door Car,398
TE49565,Oregon,Femal,College,0,16552,103,0,Personal Auto,SUV,494
RA88421,Oregon,Femal,College,0,26787,77,0,Personal Auto,Four-Door Car,369
KQ51983,Nevada,M,College,0,0,74,0,Personal Auto,Two-Door Car,831
CD88896,Nevada,Femal,High School or Below,0,43860,65,0,Corporate Auto,Four-Door Car,156
YV22553,Arizona,M,High School or Below,0,21474,114,0,Corporate Auto,SUV,373
WU14435,Cali,M,Bachelor,0,18174,66,0,Corporate Auto,Four-Door Car,395
XV84099,Arizona,Femal,Bachelor,0,0,73,0,Corporate Auto,Four-Door Car,350
RI24911,Arizona,Male,College,0,60920,64,0,Personal Auto,Two-Door Car,231
KO26461,Arizona,Male,High School or Below,0,41520,90,0,Personal Auto,Four-Door Car,289
HI14283,Oregon,Femal,Bachelor,0,0,152,0,Personal Auto,SUV,729
PT50227,Arizona,Male,High School or Below,0,0,68,0,Personal Auto,Two-Door Car,326
BH36570,Cali,Male,Bachelor,0,72208,73,0,Personal Auto,Two-Door Car,350
TX17484,Cali,Femal,Bachelor,0,53863,63,0,Personal Auto,Four-Door Car,105
CT41158,WA,Male,College,0,66446,136,0,Corporate Auto,SUV,639
AO87348,WA,Male,College,0,0,61,0,Personal Auto,Four-Door Car,292
DE55857,WA,Femal,Bachelor,0,64997,63,0,Personal Auto,Four-Door Car,383
LF66923,Nevada,Femal,High School or Below,0,64460,66,0,Corporate Auto,Two-Door Car,316
CN24514,Arizona,Femal,College,0,46618,67,0,Personal Auto,Four-Door Car,99
UW32074,Oregon,Femal,College,0,0,64,0,Corporate Auto,Four-Door Car,307
HP36979,Cali,Male,College,0,49988,84,0,Personal Auto,Two-Door Car,566
PP40919,Cali,Femal,College,0,0,91,0,Personal Auto,Two-Door Car,436
RO73268,Cali,M,Bachelor,0,16269,86,0,Corporate Auto,Two-Door Car,412
HO61691,Arizona,F,Bachelor,0,72006,64,0,Personal Auto,Four-Door Car,307
BS13062,Arizona,F,High School or Below,0,0,81,0,Personal Auto,Four-Door Car,388
FO35655,Oregon,M,Bachelor,0,0,245,0,Corporate Auto,Luxury SUV,2345
HR10526,Cali,M,Master,0,44320,67,0,Personal Auto,Four-Door Car,321
IA63417,Arizona,F,High School or Below,0,19782,108,0,Personal Auto,Two-Door Car,773
BH35016,Nevada,F,Bachelor,0,63933,70,0,Personal Auto,Two-Door Car,424
PK52952,Arizona,M,Doctor,0,28224,109,0,Personal Auto,SUV,523
OD76309,WA,F,College,0,21073,106,0,Personal Auto,SUV,508
IL28481,Oregon,M,Bachelor,0,63243,77,0,Personal Auto,Four-Door Car,364
GY55092,Nevada,M,High School or Below,0,20993,133,0,Personal Auto,SUV,638
UF33451,Oregon,F,Bachelor,0,94827,135,0,Personal Auto,SUV,354
CF15558,Cali,F,Master,0,39161,63,0,Personal Auto,Two-Door Car,283
JM62924,WA,M,Bachelor,0,37534,84,0,Personal Auto,Four-Door Car,403
EM66435,Oregon,F,Bachelor,0,80210,65,0,Corporate Auto,Four-Door Car,20
QX45933,Cali,M,Bachelor,0,0,62,0,Personal Auto,Four-Door Car,385
JI71369,Cali,F,College,0,30110,64,0,Personal Auto,Four-Door Car,140
JU93290,Arizona,F,College,0,21708,68,0,Personal Auto,Four-Door Car,326
GU66096,Arizona,M,High School or Below,0,94731,67,0,Personal Auto,Four-Door Car,321
UC33108,Cali,M,Bachelor,0,32375,83,0,Personal Auto,Four-Door Car,398
LW93867,Oregon,M,College,0,16531,63,0,Corporate Auto,Four-Door Car,102
OU78470,Arizona,F,Master,0,32006,94,0,Corporate Auto,Four-Door Car,56
XW90265,Arizona,F,Bachelor,0,81676,72,0,Personal Auto,Two-Door Car,463
HS67749,Cali,M,College,0,71038,86,0,Corporate Auto,Four-Door Car,205
VZ51506,Arizona,F,High School or Below,0,0,103,0,Corporate Auto,Sports Car,741
UI64281,Nevada,F,Master,0,20832,65,0,Personal Auto,Two-Door Car,56
AE98193,WA,M,High School or Below,0,0,113,0,Personal Auto,SUV,813
AZ74055,Oregon,M,High School or Below,0,52405,103,0,Personal Auto,Four-Door Car,494
XS76911,Arizona,F,High School or Below,0,0,133,0,Personal Auto,Sports Car,795
AY40674,WA,F,Bachelor,0,26583,1005,0,Personal Auto,SUV,614
NA12740,Oregon,M,Master,0,25486,65,0,Special Auto,Two-Door Car,72
UA84837,Arizona,M,College,0,24065,111,0,Corporate Auto,Four-Door Car,532
DJ51510,Arizona,F,High School or Below,0,70435,116,0,Personal Auto,Four-Door Car,67
VM58985,Cali,M,College,0,0,76,0,Personal Auto,Two-Door Car,402
OH60605,Oregon,F,High School or Below,0,39679,92,0,Personal Auto,Two-Door Car,641
UO98052,Nevada,M,College,0,0,89,0,Personal Auto,Four-Door Car,342
NC53424,Cali,M,Bachelor,0,0,69,0,Personal Auto,Two-Door Car,331
LQ13873,Nevada,M,High School or Below,0,53565,71,0,Personal Auto,Four-Door Car,340
LA97014,WA,M,Bachelor,0,37574,66,0,Personal Auto,Two-Door Car,412
NB79936,WA,M,Bachelor,0,48259,108,0,Personal Auto,Two-Door Car,73
NT89061,Arizona,F,High School or Below,0,78532,78,0,Personal Auto,Four-Door Car,374
AF10970,Arizona,F,Bachelor,0,96163,73,0,Corporate Auto,Four-Door Car,350
ZG48513,Cali,M,Bachelor,0,0,72,0,Personal Auto,Four-Door Car,345
JQ59145,Cali,Male,High School or Below,0,0,114,0,Personal Auto,Sports Car,722
FE84989,WA,Male,College,0,72672,63,0,Personal Auto,Four-Door Car,259
JT52858,Oregon,F,Bachelor,0,99002,112,0,Personal Auto,Four-Door Car,537
MC62068,California,Male,High School or Below,0,79494,91,0,Personal Auto,Four-Door Car,396
EU27538,Oregon,Male,Master,0,35704,225,0,Personal Auto,Luxury Car,358
RH42306,Arizona,F,Bachelor,0,0,71,0,Corporate Auto,Four-Door Car,653
US23612,Oregon,F,High School or Below,0,26049,118,0,Personal Auto,Two-Door Car,121
WV76014,Arizona,Male,Doctor,0,70125,64,0,Special Auto,Four-Door Car,92
RK96223,California,Male,College,0,52369,110,0,Personal Auto,SUV,528
MF82000,WA,female,Bachelor,0,0,66,0,Special Auto,Four-Door Car,159
FM46980,Arizona,Male,College,0,41770,72,0,Personal Auto,Four-Door Car,476
SY56792,Oregon,Male,High School or Below,0,0,101,0,Corporate Auto,Four-Door Car,727
RF61565,California,M,College,0,31911,67,0,Personal Auto,Four-Door Car,321
IM94808,Nevada,M,Bachelor,0,70051,68,0,Corporate Auto,Four-Door Car,42
VI14730,Oregon,M,High School or Below,0,19683,117,0,Personal Auto,Sports Car,561
YR34119,WA,F,College,0,30916,112,0,Personal Auto,SUV,200
RR77985,Oregon,F,Bachelor,0,0,80,0,Personal Auto,Four-Door Car,676
QD28391,Washington,M,College,0,84302,62,0,Personal Auto,Four-Door Car,76
WV17090,California,M,Bachelor,0,0,116,0,Corporate Auto,SUV,830
TM23514,Oregon,M,College,0,60145,132,0,Personal Auto,SUV,580
MQ68407,Oregon,F,Bachelor,0,63774,111,0,Personal Auto,Four-Door Car,60
GJ59592,California,F,Bachelor,0,25134,67,0,Corporate Auto,Four-Door Car,321
FY56083,Oregon,M,Bachelor,0,37057,61,0,Personal Auto,Four-Door Car,47
UA94723,Oregon,F,High School or Below,0,58577,110,0,Personal Auto,SUV,303
FW91032,California,M,High School or Below,0,85857,73,0,Corporate Auto,Four-Door Car,100
DE34457,Oregon,F,Doctor,0,70602,116,0,Personal Auto,SUV,481
HD32044,Oregon,F,Master,0,33816,106,0,Corporate Auto,Four-Door Car,508
HH30454,Oregon,M,Bachelor,0,0,153,0,Personal Auto,SUV,1101
AH84063,Oregon,F,College,0,89642,121,0,Corporate Auto,SUV,86
QA17596,California,F,Bachelor,0,60068,98,0,Personal Auto,Two-Door Car,470
XI41052,California,F,Bachelor,0,50044,139,0,Personal Auto,SUV,667
DI30528,California,F,Master,0,36650,69,0,Personal Auto,Four-Door Car,56
SC66359,Arizona,F,College,0,50653,110,0,Corporate Auto,SUV,262
EN61670,Arizona,F,Doctor,0,68931,66,0,Personal Auto,Four-Door Car,309
DQ10761,Oregon,M,Bachelor,0,0,73,0,Corporate Auto,Four-Door Car,350
BQ51587,California,F,College,0,0,73,0,Personal Auto,Four-Door Car,365
JE21522,California,M,Bachelor,0,39266,80,0,Personal Auto,Four-Door Car,384
WS47147,California,M,College,0,0,102,0,Personal Auto,SUV,489
ZA64638,Nevada,F,High School or Below,0,0,98,0,Personal Auto,Four-Door Car,705
EW38459,Nevada,F,Bachelor,0,40864,65,0,Corporate Auto,Four-Door Car,9
QW87316,Oregon,F,College,0,39035,68,0,Personal Auto,Four-Door Car,244
IC43478,California,M,Bachelor,0,34923,98,0,Personal Auto,Two-Door Car,639
TE34064,California,M,High School or Below,0,0,63,0,Personal Auto,Four-Door Car,453
WU60905,California,F,High School or Below,0,0,111,0,Corporate Auto,SUV,532
YM18992,California,F,College,0,24506,71,0,Personal Auto,Two-Door Car,511
PD55753,Oregon,M,High School or Below,0,0,82,0,Personal Auto,Four-Door Car,554
KU56006,Arizona,F,College,0,52220,70,0,Personal Auto,Four-Door Car,336
MJ69973,Arizona,M,High School or Below,0,0,74,0,Personal Auto,Two-Door Car,402
TW43626,California,M,College,0,53554,67,0,Personal Auto,Four-Door Car,327
XX84133,California,M,Bachelor,0,34476,67,0,Corporate Auto,Four-Door Car,5
